14-DigitPINNumber,StreetNumber,Dir.,StreetName,Type,Sq.Ft.,Ward,CommunityArea,ZoningClassification,TIFDistrict,Location
20-30-214-024-0000,7200,S,MARSHFIELD,AVE,"2,863",17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7200 S MARSHFIELD AVE
CHICAGO, IL
(41.762962, -87.665002)"
20-17-418-021-0000,6145,S,ABERDEEN,ST,"3,163",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6145 S ABERDEEN ST
CHICAGO, IL
(41.781968, -87.652149)"
20-33-117-014-0000,659,W,81ST,ST,"3,038",21,AUBURN GRESHAM,RS-3,NOT IN TIF,"659 W 81ST ST
CHICAGO, IL
(41.747029, -87.641265)"
20-16-221-005-0000,5747,S,LAFAYETTE,AVE,"2,517",20,WASHINGTON PARK,RS-3,Washington Park,"5747 S LAFAYETTE AVE
CHICAGO, IL
(41.789624, -87.626658)"
20-19-207-002-0000,1611,W,63RD,ST,"6,580",16,WEST ENGLEWOOD,C1-2,63rd/Ashland,"1611 W 63RD ST
CHICAGO, IL
(41.779472, -87.664746)"
20-10-202-006-0000,4727,S,FORRESTVILLE,AVE,"6,250",3,GRAND BOULEVARD,RM-5,NOT IN TIF,"4727 S FORRESTVILLE AVE
CHICAGO, IL
(41.808625, -87.612673)"
20-23-103-005-0000,6415,S,MARYLAND,AVE,"3,720",20,WOODLAWN,RT-4,Woodlawn,"6415 S MARYLAND AVE
CHICAGO, IL
(41.778101, -87.604622)"
20-32-407-033-0000,8340,S,HALSTED,ST,"3,156",21,AUBURN GRESHAM,B1-1,NOT IN TIF,"8340 S HALSTED ST
CHICAGO, IL
(41.742048, -87.643803)"
25-21-405-026-0000,11569,S,LA SALLE,ST,"3,015",34,WEST PULLMAN,RS-3,NOT IN TIF,"11569 S LA SALLE ST
CHICAGO, IL
(41.683256, -87.626455)"
25-15-303-034-0000,10754,S,INDIANA,AVE,"3,115",9,ROSELAND,RS-3,NOT IN TIF,"10754 S INDIANA AVE
CHICAGO, IL
(41.698269, -87.618404)"
20-03-222-015-0000,433,E,42ND,PL,"3,169",3,GRAND BOULEVARD,RM-5,47th/King,"433 E 42ND PL
CHICAGO, IL
(41.817545, -87.615235)"
20-16-404-015-0000,5947,S,WENTWORTH,AVE,"3,166",20,ENGLEWOOD,C1-1,Washington Park,"5947 S WENTWORTH AVE
CHICAGO, IL
(41.785842, -87.630256)"
20-17-305-002-0000,1325,W,59TH,ST,"3,142",16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"1325 W 59TH ST
CHICAGO, IL
(41.786864, -87.658096)"
20-16-309-028-0000,644,W,61ST,ST,"6,450",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"644 W 61ST ST
CHICAGO, IL
(41.783454, -87.641744)"
16-23-217-006-0000,1425,S,TRUMBULL,AVE,"6,364",24,NORTH LAWNDALE,RT-4,Midwest,"1425 S TRUMBULL AVE
CHICAGO, IL
(41.861671, -87.711641)"
16-11-212-031-0000,626,N,CHRISTIANA,AVE,"3,500",27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"626 N CHRISTIANA AVE
CHICAGO, IL
(41.892741, -87.710134)"
16-24-303-014-0000,1935,S,KEDZIE,AVE,"3,117",24,NORTH LAWNDALE,B3-2,Ogden/Pulaski,"1935 S KEDZIE AVE
CHICAGO, IL
(41.854333, -87.70532)"
20-09-317-024-0000,5300,S,UNION,AVE,"4,680",20,NEW CITY,RS-3,47th/Halsted,"5300 S UNION AVE
CHICAGO, IL
(41.797828, -87.642794)"
20-17-418-044-0000,6158,S,CARPENTER,ST,"3,025",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6158 S CARPENTER ST
CHICAGO, IL
(41.781603, -87.650928)"
16-23-201-018-0000,1233,S,ST LOUIS,AVE,"4,715",24,NORTH LAWNDALE,RT-4,Midwest,"1233 S ST LOUIS AVE
CHICAGO, IL
(41.8653, -87.712947)"
20-18-215-029-0000,5618,S,ASHLAND,AVE,"2,906",16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5618 S ASHLAND AVE
CHICAGO, IL
(41.791502, -87.664609)"
20-15-301-002-0000,5911,S,WABASH,AVE,"4,578",20,WASHINGTON PARK,RT-4,Washington Park,"5911 S WABASH AVE
CHICAGO, IL
(41.786868, -87.623892)"
25-34-403-006-0000,625,E,134TH,ST,"5,273",9,RIVERDALE,RS-2,NOT IN TIF,"625 E 134TH ST
CHICAGO, IL
(41.651869, -87.606493)"
20-16-206-012-0000,5523,S,PERRY,,"2,457",3,WASHINGTON PARK,RS-3,Washington Park,"5523 S PERRY
CHICAGO, IL
(41.793558, -87.627778)"
16-15-227-002-0000,4057,W,VAN BUREN,ST,"3,115",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4057 W VAN BUREN ST
CHICAGO, IL
(41.875252, -87.727638)"
20-21-104-016-0000,6328,S,PARNELL,AVE,"4,999",20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6328 S PARNELL AVE
CHICAGO, IL
(41.779016, -87.638722)"
20-16-308-031-0000,6038,S,UNION,AVE,"1,384",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6038 S UNION AVE
CHICAGO, IL
(41.783923, -87.642476)"
20-10-117-009-0000,4927,S,CALUMET,AVE,"3,249",3,GRAND BOULEVARD,RM-5,47th/King,"4927 S CALUMET AVE
CHICAGO, IL
(41.804697, -87.618032)"
16-23-301-001-0000,3925,W,16TH,ST,"6,281",24,NORTH LAWNDALE,B3-2,Midwest,"3925 W 16TH ST
CHICAGO, IL
(41.858894, -87.723453)"
16-11-310-044-0000,3814,W,WASHINGTON,BLVD,"4,071",28,WEST GARFIELD PARK,RM-5,NOT IN TIF,"3814 W WASHINGTON BLVD
CHICAGO, IL
(41.8819, -87.721491)"
16-15-415-003-0000,4301,W,FIFTH,AVE,"160,510",24,NORTH LAWNDALE,M2-2,Roosevelt-Cicero Ind. Corridor,"4301 W FIFTH AVE
CHICAGO, IL
(41.870995, -87.732646)"
20-16-204-022-0000,5633,S,WENTWORTH,AVE,"3,046",3,ENGLEWOOD,B3-1,Washington Park,"5633 S WENTWORTH AVE
CHICAGO, IL
(41.791717, -87.630424)"
16-15-312-032-0000,4714,W,FIFTH,AV,"3,094",24,AUSTIN,M1-2,Roosevelt-Cicero Ind. Corridor,"4714 W FIFTH AV
CHICAGO, IL
(41.868681, -87.742994)"
20-21-113-008-0000,6421,S,NORMAL,BLVD,"3,162",20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6421 S NORMAL BLVD
CHICAGO, IL
(41.777368, -87.637468)"
20-23-107-019-0000,1118,E,64TH,ST,"9,165",20,WOODLAWN,PD 723,Woodlawn,"1118 E 64TH ST
CHICAGO, IL
(41.7793, -87.598298)"
16-23-101-003-0000,3921,W,ROOSEVELT,RD,"2,744",24,NORTH LAWNDALE,B3-2,Midwest,"3921 W ROOSEVELT RD
CHICAGO, IL
(41.866196, -87.723582)"
20-03-421-024-0000,4600,S,VINCENNES,AVE,"11,543",3,GRAND BOULEVARD,RM-5,47th/King,"4600 S VINCENNES AVE
CHICAGO, IL
(41.811252, -87.613824)"
20-08-214-033-0000,5026,S,MAY,ST,"3,254",20,NEW CITY,RS-3,NOT IN TIF,"5026 S MAY ST
CHICAGO, IL
(41.802497, -87.653854)"
21-30-407-034-0000,2826,E,79TH,ST,"3,152",7,SOUTH SHORE,B3-2,Avalon Park/South Shore,"2826 E 79TH ST
CHICAGO, IL
(41.751868, -87.555877)"
21-31-316-029-0000,8542,S,PHILLIPS,AVE,"3,149",7,SOUTH CHICAGO,RS-3,NOT IN TIF,"8542 S PHILLIPS AVE
CHICAGO, IL
(41.739546, -87.564846)"
20-16-102-080-0000,5640,S,LOWE,AVE,"3,161",20,ENGLEWOOD,RS-3,NOT IN TIF,"5640 S LOWE AVE
CHICAGO, IL
(41.791293, -87.641422)"
20-04-417-003-0000,4435,S,WELLS,ST,"2,947",3,FULLER PARK,RS-3,47th/Halsted,"4435 S WELLS ST
CHICAGO, IL
(41.813519, -87.632269)"
20-20-202-026-0000,6326,S,CARPENTER,,"3,119",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6326 S CARPENTER
CHICAGO, IL
(41.779044, -87.65085)"
16-11-131-034-0000,442,N,LAWNDALE,AVE,"3,159",27,HUMBOLDT PARK,RT-4,Chicago/Central Park,"442 N LAWNDALE AVE
CHICAGO, IL
(41.889231, -87.718589)"
20-15-307-002-0000,6009,S,WABASH,,"6,780",20,WASHINGTON PARK,RT-4,Washington Park,"6009 S WABASH
CHICAGO, IL
(41.785408, -87.623857)"
21-32-204-045-0000,8458,S,BURLEY,AVE,"9,176",10,SOUTH CHICAGO,RT-4,South Chicago,"8458 S BURLEY AVE
CHICAGO, IL
(41.74183, -87.545423)"
26-19-206-022-0000,11700,S,BUFFALO,AVE,"2,643",10,HEGEWISCH,PMD 6,Lake Calumet Ind. Corridor,"11700 S BUFFALO AVE
CHICAGO, IL
(41.682666, -87.543827)"
16-22-406-006-0000,1602,S,KOMENSKY,AVE,"6,197",24,NORTH LAWNDALE,B3-2,Ogden/Pulaski,"1602 S KOMENSKY AVE
CHICAGO, IL
(41.858894, -87.726184)"
20-17-230-030-0000,840,W,59TH,ST,"6,179",16,ENGLEWOOD,C1-1,Englewood Neighborhood,"840 W 59TH ST
CHICAGO, IL
(41.787029, -87.646665)"
26-06-404-003-0000,9117,S,HOUSTON,AVE,"3,532",10,SOUTH CHICAGO,B3-2,Commercial Avenue,"9117 S HOUSTON AVE
CHICAGO, IL
(41.729499, -87.549849)"
20-28-213-021-0000,7240,S,PERRY,AVE,"5,999",6,GREATER GRAND CROSSING,RS-3,67th/Wentworth,"7240 S PERRY AVE
CHICAGO, IL
(41.762427, -87.628103)"
26-05-100-042-0000,8750,S,BUFFALO,AVE,"3,510",10,SOUTH CHICAGO,RS-2,South Chicago,"8750 S BUFFALO AVE
CHICAGO, IL
(41.735894, -87.544406)"
16-11-302-020-0000,342,N,AVERS,AVE,"3,124",37,WEST GARFIELD PARK,RS-3,Northwest Industrial Corridor,"342 N AVERS AVE
CHICAGO, IL
(41.886562, -87.722499)"
20-03-407-023-0000,431,E,44TH,ST,"10,048",3,GRAND BOULEVARD,RM-5,47th/King,"431 E 44TH ST
CHICAGO, IL
(41.814856, -87.615026)"
16-13-107-056-0000,3066,W,FIFTH,AVE,"1,387",28,EAST GARFIELD PARK,C1-3,Midwest,"3066 W FIFTH AVE
CHICAGO, IL
(41.879084, -87.7035)"
20-03-322-011-0000,4631,S,PRAIRIE,AVE,"6,847",3,GRAND BOULEVARD,RM-5,47th/King,"4631 S PRAIRIE AVE
CHICAGO, IL
(41.810226, -87.619605)"
20-03-418-044-0000,620,E,46TH,ST,"2,064",3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"620 E 46TH ST
CHICAGO, IL
(41.811305, -87.610545)"
25-25-202-035-0000,12224,S,OGLESBY,AVE,"3,125",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12224 S OGLESBY AVE
CHICAGO, IL
(41.669698, -87.564884)"
16-10-321-019-0000,4502,W,WEST END,AVE,"4,006",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4502 W WEST END AVE
CHICAGO, IL
(41.883222, -87.738073)"
16-12-300-014-0000,355,N,KEDZIE,AVE,"7,410",27,EAST GARFIELD PARK,M1-2,Kinzie Industrial Corridor,"355 N KEDZIE AVE
CHICAGO, IL
(41.888083, -87.706356)"
25-05-111-032-0000,8848,S,LOOMIS,ST,"4,091",21,AUBURN GRESHAM,RT-3.5,NOT IN TIF,"8848 S LOOMIS ST
CHICAGO, IL
(41.732552, -87.658089)"
20-23-226-021-0000,1542,E,66TH,PL,"6,783",5,WOODLAWN,RM-5,71st/Stony Island,"1542 E 66TH PL
CHICAGO, IL
(41.774232, -87.587043)"
25-21-320-004-0000,11749,S,HALSTED,ST,"3,062",34,WEST PULLMAN,RS-2,119th/Halsted with Amendment,"11749 S HALSTED ST
CHICAGO, IL
(41.680397, -87.641936)"
20-08-426-033-0000,1010,W,55TH,ST,"9,936",20,NEW CITY,RS-3,47th/Halsted,"1010 W 55TH ST
CHICAGO, IL
(41.794275, -87.650389)"
16-11-129-035-0000,428,N,HAMLIN,AVE,"3,058",37,HUMBOLDT PARK,RT-4,Chicago/Central Park,"428 N HAMLIN AVE
CHICAGO, IL
(41.889007, -87.721026)"
16-23-211-028-0000,3322,W,DOUGLAS,BLVD,"6,046",24,NORTH LAWNDALE,RT-4,Midwest,"3322 W DOUGLAS BLVD
CHICAGO, IL
(41.862917, -87.709116)"
20-17-425-004-0000,6209,S,MAY,,"3,112",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6209 S MAY
CHICAGO, IL
(41.781311, -87.65335)"
20-08-419-037-0000,5304,S,PEORIA,ST,"3,241",20,NEW CITY,RS-3,NOT IN TIF,"5304 S PEORIA ST
CHICAGO, IL
(41.797489, -87.647688)"
20-19-207-009-0000,6341,S,MARSHFIELD,AVE,"3,085",16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6341 S MARSHFIELD AVE
CHICAGO, IL
(41.77817, -87.665453)"
20-20-410-019-0000,6847,S,ABERDEEN,ST,"3,099",16,ENGLEWOOD,RS-3,NOT IN TIF,"6847 S ABERDEEN ST
CHICAGO, IL
(41.769131, -87.651807)"
16-11-211-006-0000,639,N,TRUMBULL,AVE,"3,039",27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"639 N TRUMBULL AVE
CHICAGO, IL
(41.893088, -87.712622)"
20-02-300-009-0000,4325,S,COTTAGE GROVE,AVE,"7,211",4,KENWOOD,B1-1,43rd/Cottage Grove,"4325 S COTTAGE GROVE AVE
CHICAGO, IL
(41.815984, -87.606683)"
16-12-109-028-0000,407,N,KEDZIE,AVE,"20,135",27,HUMBOLDT PARK,C1-2,Kinzie Industrial Corridor,"407 N KEDZIE AVE
CHICAGO, IL
(41.888539, -87.706369)"
16-14-201-021-0000,3426,W,MONROE,ST,"18,111",28,EAST GARFIELD PARK,RM-5,Midwest,"3426 W MONROE ST
CHICAGO, IL
(41.879583, -87.712229)"
16-11-405-042-0000,318,N,KEDZIE,AVE,"2,129",28,EAST GARFIELD PARK,M1-2,Chicago/Central Park,"318 N KEDZIE AVE
CHICAGO, IL
(41.887052, -87.706321)"
20-08-130-012-0000,5031,S,THROOP,ST,"3,086",20,NEW CITY,RS-3,NOT IN TIF,"5031 S THROOP ST
CHICAGO, IL
(41.802318, -87.657502)"
25-15-119-039-0000,46,E,107TH,ST,"3,332",9,ROSELAND,B3-1/B1-1,NOT IN TIF,"46 E 107TH ST
CHICAGO, IL
(41.699895, -87.62158)"
20-04-407-043-0000,4345,S,SHIELDS,AVE,"4,140",3,FULLER PARK,RS-3,47th/Halsted,"4345 S SHIELDS AVE
CHICAGO, IL
(41.815133, -87.634672)"
20-20-103-003-0000,1419,W,63RD,ST,"3,127",16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1419 W 63RD ST
CHICAGO, IL
(41.779541, -87.660183)"
20-11-213-017-0000,1415,E,50TH,ST,"2,860",4,KENWOOD,RM-5,NOT IN TIF,"1415 E 50TH ST
CHICAGO, IL
(41.804215, -87.591423)"
20-03-211-028-0000,4008,S,COTTAGE GROVE,AVE,"3,925",4,GRAND BOULEVARD,RM-5/C1-3,43rd/Cottage Grove,"4008 S COTTAGE GROVE AVE
CHICAGO, IL
(41.82115, -87.606811)"
20-18-426-041-0000,1840,W,63,ST,"3,001",15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1840 W 63 ST
CHICAGO, IL
(41.77941, -87.670426)"
16-11-215-004-0000,647,N,SAWYER,AVE,"3,131",27,HUMBOLDT PARK,RT-4,Chicago/Central Park,"647 N SAWYER AVE
CHICAGO, IL
(41.89328, -87.707701)"
20-17-129-019-0000,1301,W,58TH,ST,"27,714",16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"1301 W 58TH ST
CHICAGO, IL
(41.788692, -87.657454)"
20-17-226-032-0000,1058,W,59TH,ST,"4,075",16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1058 W 59TH ST
CHICAGO, IL
(41.786943, -87.652089)"
20-18-225-034-0000,1906,W,59TH,ST,"3,126",15,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1906 W 59TH ST
CHICAGO, IL
(41.786678, -87.672025)"
20-08-417-001-0000,5301,S,ABERDEEN,ST,"2,660",20,NEW CITY,RS-3,NOT IN TIF,"5301 S ABERDEEN ST
CHICAGO, IL
(41.797833, -87.652558)"
20-03-418-047-0000,626,E,46TH,ST,"3,066",3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"626 E 46TH ST
CHICAGO, IL
(41.811311, -87.610341)"
20-16-412-010-0000,6029,S,LA SALLE,ST,"3,506",20,ENGLEWOOD,RS-3,Washington Park,"6029 S LA SALLE ST
CHICAGO, IL
(41.784671, -87.62901)"
25-22-319-001-0000,11801,S,MICHIGAN,AV,"6,148",9,WEST PULLMAN,B3-2,Roseland/Michigan,"11801 S MICHIGAN AV
CHICAGO, IL
(41.679727, -87.620578)"
20-08-304-032-0000,5134,S,ADA,ST,"3,122",20,NEW CITY,RT-4,NOT IN TIF,"5134 S ADA ST
CHICAGO, IL
(41.800376, -87.658677)"
20-15-113-009-0000,5717,S,STATE,ST,"4,536",20,WASHINGTON PARK,B1-2,Washington Park,"5717 S STATE ST
CHICAGO, IL
(41.790486, -87.625522)"
20-15-117-009-0000,5743,S,PRAIRIE,AVE,"8,525",20,WASHINGTON PARK,RM-5,Washington Park,"5743 S PRAIRIE AVE
CHICAGO, IL
(41.789921, -87.619086)"
20-21-106-021-0000,6328,S,EGGLESTON,AVE,"6,253",20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6328 S EGGLESTON AVE
CHICAGO, IL
(41.778967, -87.63628)"
25-34-403-008-0000,633,E,134TH,ST,"5,281",9,RIVERDALE,RS-2,NOT IN TIF,"633 E 134TH ST
CHICAGO, IL
(41.651868, -87.606215)"
16-23-311-002-0000,1805,S,AVERS,AVE,"2,907",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1805 S AVERS AVE
CHICAGO, IL
(41.85635, -87.721145)"
16-23-315-012-0000,1833,S,MILLARD,AVE,"4,475",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1833 S MILLARD AVE
CHICAGO, IL
(41.856169, -87.716344)"
26-05-108-013-0000,9029,S,BURLEY,AVE,"3,514",10,SOUTH CHICAGO,RS-3,South Chicago,"9029 S BURLEY AVE
CHICAGO, IL
(41.731006, -87.545675)"
20-15-105-003-0000,5525,S,INDIANA,AVE,"6,997",20,WASHINGTON PARK,RM-5,Washington Park,"5525 S INDIANA AVE
CHICAGO, IL
(41.793518, -87.620801)"
20-08-115-026-0000,4800,S,RACINE,AVE,"2,998",20,NEW CITY,RS-3,NOT IN TIF,"4800 S RACINE AVE
CHICAGO, IL
(41.806849, -87.655193)"
25-04-409-016-0000,9336,S,PERRY,AVE,"3,734",21,ROSELAND,RS-2,NOT IN TIF,"9336 S PERRY AVE
CHICAGO, IL
(41.724678, -87.626322)"
20-08-422-027-0000,836,W,54TH,ST,"3,028",20,NEW CITY,RS-3,47th/Halsted,"836 W 54TH ST
CHICAGO, IL
(41.796045, -87.646719)"
16-10-317-022-0000,4403,W,FULTON,ST,"2,500",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4403 W FULTON ST
CHICAGO, IL
(41.885378, -87.735931)"
25-29-202-002-0000,840,W,120TH,ST,"8,183",34,WEST PULLMAN,PMD 10,NOT IN TIF,"840 W 120TH ST
CHICAGO, IL
(41.675982, -87.643274)"
17-33-415-008-0000,3723,S,LA SALLE,ST,"3,031",3,ARMOUR SQUARE,RT-4,NOT IN TIF,"3723 S LA SALLE ST
CHICAGO, IL
(41.826263, -87.629678)"
20-17-400-022-0000,5941,S,RACINE,AVE,"3,121",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5941 S RACINE AVE
CHICAGO, IL
(41.78562, -87.654679)"
20-17-307-035-0000,5938,S,RACINE,AVE,"3,110",16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"5938 S RACINE AVE
CHICAGO, IL
(41.785761, -87.654683)"
17-34-313-001-0000,3701,S,STATE,,"4,301",3,DOUGLAS,C1-3,Bronzeville,"3701 S STATE
CHICAGO, IL
(41.827386, -87.626415)"
20-03-426-020-0000,4606,S,LANGLEY,AVE,"7,191",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4606 S LANGLEY AVE
CHICAGO, IL
(41.81101, -87.609015)"
20-22-206-001-0000,703,E,63RD,ST,"14,319",20,WOODLAWN,B3-3,West Woodlawn,"703 E 63RD ST
CHICAGO, IL
(41.780384, -87.60799)"
20-16-308-001-0000,6031,S,HALSTED,ST,"3,146",16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6031 S HALSTED ST
CHICAGO, IL
(41.784099, -87.644892)"
20-09-409-007-0000,324,W,53RD,ST,"2,981",3,FULLER PARK,RS-3,47th/Halsted,"324 W 53RD ST
CHICAGO, IL
(41.798168, -87.634202)"
20-08-115-027-0000,4802,S,RACINE,AVE,"5,998",20,NEW CITY,RS-3,NOT IN TIF,"4802 S RACINE AVE
CHICAGO, IL
(41.806753, -87.655191)"
26-05-113-013-0000,9121,S,BUFFALO,AVE,"3,528",10,SOUTH CHICAGO,RS-2,South Chicago,"9121 S BUFFALO AVE
CHICAGO, IL
(41.729476, -87.544254)"
16-25-309-014-0000,3031,S,ALBANY,AVE,"70,040",12,SOUTH LAWNDALE,POS-1,Little Village East,"3031 S ALBANY AVE
CHICAGO, IL
(41.838544, -87.7024)"
16-12-416-040-0000,2530,W,MAYPOLE,AVE,"2,490",27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor,"2530 W MAYPOLE AVE
CHICAGO, IL
(41.883741, -87.689779)"
20-07-423-027-0000,5306,S,ASHLAND,AVE,"2,605",16,NEW CITY,C1-2,63rd/Ashland,"5306 S ASHLAND AVE
CHICAGO, IL
(41.797343, -87.66475)"
16-13-311-025-0000,2840,W,POLK,ST,"3,172",28,EAST GARFIELD PARK,RT-4,Midwest,"2840 W POLK ST
CHICAGO, IL
(41.871071, -87.697626)"
16-09-405-034-0000,4830,W,FULTON,ST,"3,130",28,AUSTIN,RT-4,NOT IN TIF,"4830 W FULTON ST
CHICAGO, IL
(41.885729, -87.746693)"
20-22-421-038-0000,7040,S,RHODES,AVE,"3,140",6,GREATER GRAND CROSSING,RS-3,67th/Wentworth,"7040 S RHODES AVE
CHICAGO, IL
(41.766313, -87.61165)"
20-19-316-042-0000,2004,W,68,PL,"3,139",16,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2004 W 68 PL
CHICAGO, IL
(41.76935, -87.673736)"
16-23-124-001-0000,3847,W,15TH,ST,"3,746",24,NORTH LAWNDALE,RT-4,Midwest,"3847 W 15TH ST
CHICAGO, IL
(41.860742, -87.721628)"
20-07-406-020-0000,5149,S,PAULINA,ST,"3,138",16,NEW CITY,RS-3,NOT IN TIF,"5149 S PAULINA ST
CHICAGO, IL
(41.799879, -87.667159)"
26-31-209-022-0000,13157,S,BALTIMORE,AVE,"3,125",10,HEGEWISCH,RS-3,NOT IN TIF,"13157 S BALTIMORE AVE
CHICAGO, IL
(41.655705, -87.54715)"
16-15-411-005-0000,4113,W,FIFTH,AVE,"3,508",24,WEST GARFIELD PARK,RT-4,Midwest,"4113 W FIFTH AVE
CHICAGO, IL
(41.872149, -87.728413)"
16-23-104-011-0000,1253,S,INDEPENDENCE,BLVD,"4,995",24,NORTH LAWNDALE,RT-4,Midwest,"1253 S INDEPENDENCE BLVD
CHICAGO, IL
(41.864589, -87.719475)"
20-21-303-022-0000,6744,S,PARNELL,AVE,"5,750",6,ENGLEWOOD,RT-4,67th/Wentworth,"6744 S PARNELL AVE
CHICAGO, IL
(41.771238, -87.638706)"
16-22-209-032-0000,4320,W,14TH,ST,"9,472",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"4320 W 14TH ST
CHICAGO, IL
(41.86241, -87.733299)"
20-09-111-008-0000,4951,S,HALSTED,ST,"2,906",20,NEW CITY,C1-2,47th/Halsted,"4951 S HALSTED ST
CHICAGO, IL
(41.803755, -87.645385)"
20-07-423-028-0000,5308,S,ASHLAND,AVE,"2,605",16,NEW CITY,C1-2,63rd/Ashland,"5308 S ASHLAND AVE
CHICAGO, IL
(41.797276, -87.664748)"
26-30-406-021-0000,12751,S,CARONDOLET,AVE,"9,799",10,SOUTH DEERING,RS-2,126th/Torrence,"12751 S CARONDOLET AVE
CHICAGO, IL
(41.663391, -87.549552)"
20-16-400-035-0000,5922,S,PRINCETON,AVE,"2,507",20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5922 S PRINCETON AVE
CHICAGO, IL
(41.786518, -87.632808)"
20-15-304-016-0000,5957,S,PRAIRIE,AVE,"1,818",20,WASHINGTON PARK,RM-5,Washington Park,"5957 S PRAIRIE AVE
CHICAGO, IL
(41.785879, -87.618979)"
20-10-214-006-0000,4812,S,COTTAGE GROVE,AVE,"6,356",4,GRAND BOULEVARD,C2-3,NOT IN TIF,"4812 S COTTAGE GROVE AVE
CHICAGO, IL
(41.807166, -87.60651)"
26-30-307-009-0000,12632,S,CARONDOLET,AVE,"4,967",10,SOUTH DEERING,RS-2,NOT IN TIF,"12632 S CARONDOLET AVE
CHICAGO, IL
(41.665436, -87.549549)"
20-19-313-017-0000,2214,W,69TH,ST,"4,628",16,CHICAGO LAWN,M1-1,NOT IN TIF,"2214 W 69TH ST
CHICAGO, IL
(41.768408, -87.679098)"
20-10-301-042-0000,5138,S,MICHIGAN,AVE,"9,280",3,WASHINGTON PARK,RM-5,47th/State,"5138 S MICHIGAN AVE
CHICAGO, IL
(41.800841, -87.622612)"
16-15-123-019-0000,4530,W,VAN BUREN,ST,"3,122",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4530 W VAN BUREN ST
CHICAGO, IL
(41.8751, -87.739087)"
16-23-214-023-0000,1432,S,DRAKE,AVE,"3,247",24,NORTH LAWNDALE,RT-4,Midwest,"1432 S DRAKE AVE
CHICAGO, IL
(41.86142, -87.714051)"
20-16-321-004-0000,6217,S,HALSTED,ST,"10,546",16,ENGLEWOOD,PD560/C1-2,Englewood Mall,"6217 S HALSTED ST
CHICAGO, IL
(41.78094, -87.644757)"
25-28-116-014-0000,12135,S,HALSTED,ST,"2,648",34,WEST PULLMAN,C1-1,119th/Halsted with Amendment,"12135 S HALSTED ST
CHICAGO, IL
(41.673123, -87.641696)"
20-16-220-024-0000,5825,S,PERRY,AVE,"2,247",20,WASHINGTON PARK,RS-3,Washington Park,"5825 S PERRY AVE
CHICAGO, IL
(41.788086, -87.627638)"
20-21-326-001-0000,517,W,70TH,ST,"5,616",6,ENGLEWOOD,RT-4,67th/Wentworth,"517 W 70TH ST
CHICAGO, IL
(41.76712, -87.637936)"
20-10-203-003-0000,609,E,47TH,ST,"2,988",4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"609 E 47TH ST
CHICAGO, IL
(41.809501, -87.610962)"
20-07-431-009-0000,5421,S,MARSHFIELD,AVE,"3,030",16,NEW CITY,RS-3,NOT IN TIF,"5421 S MARSHFIELD AVE
CHICAGO, IL
(41.79521, -87.665826)"
20-17-308-001-0000,6001,S,ASHLAND,AVE,"2,647",16,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6001 S ASHLAND AVE
CHICAGO, IL
(41.784864, -87.664295)"
20-07-410-035-0000,5232,S,HONORE,ST,"3,117",16,NEW CITY,RS-3,NOT IN TIF,"5232 S HONORE ST
CHICAGO, IL
(41.798508, -87.67077)"
